0.5   -2760.62
0.6   -4526.68
0.7   -5343.92
0.8   -5196.7
0.9   -4044.07
1   -1854.05
1.1   1386.46
1.2   5732.63
1.3   11223.6
1.4   17820.7
1.5   25611.8
1.6   34683.9
1.7   45011.4
1.8   56551.1
1.9   69364.5
2   83527.1
