0.5 0
0.625 0
0.78125 0
0.976562 0
1.2207 0.057582
1.52588 0.105949
1.90735 0.182791
2.38419 0.29191
2.98023 0.437971
3.72529 0.645338
4.65661 0.854301
5.82077 1.09712
7.27596 1.31204
9.09495 1.49725
11.3687 1.64909
14.2109 1.75675
17.7636 1.83248
22.2045 1.89263
27.7556 1.93113
