0   0
0.1   -6742.82
0.2   -6562.64
0.3   -6052.12
0.4   -5536.03
0.5   -4964.84
0.6   -4414.4
0.7   -3980.06
0.8   -3550.25
0.9   -3056.04
1   -2645.53
1.1   -2228.3
1.2   -1812.42
1.3   -1392.81
1.4   -975.62
1.5   -538.852
1.6   -138.529
1.7   307.176
1.8   745.394
1.9   1195.85
